hand_id,bankroll_bb
256672386638,0.0000
256672389307,0.0000
256672392673,0.0000
256672394096,0.0000
256672397730,0.0000
256672402063,0.0000
256672404894,0.0000
256672407660,0.0000
256672408772,0.0000
256672410647,0.0000
256672413112,0.0000
256672415230,0.0000
256672416355,0.0000
256672417519,0.0000
256672419401,0.0000
256672420809,0.0000
256672423255,0.0000
256672423887,0.0000
256672444101,0.0000
256672445857,0.0000
256672447948,0.0000
256672449823,0.0000
256672452385,0.0000
256672453537,0.0000
256672454884,0.0000
256672455333,0.0000
256671636876,0.0000
256671708674,0.0000
256671709792,0.0000
256671712108,0.0000
256671714021,0.0000
256671715574,0.0000
256671726261,0.0000
256671732814,0.0000
256671734590,0.0000
256671737093,0.0000
256671738049,0.0000
256671742213,0.0000
256671744546,0.0000
256671747084,0.0000
256671750123,0.0000
256671759193,0.0000
256671761548,0.0000
256671769492,0.0000
256671771473,0.0000
256671772475,0.0000
256671778694,0.0000
256671780059,0.0000
256671782022,0.0000
256671784583,0.0000
256671787373,0.0000
256671790842,0.0000
256671791551,0.0000
256671795580,0.0000
256671903470,0.0000
256671906441,0.0000
256671909076,0.0000
256671912660,0.0000
256671916004,0.0000
256671916853,0.0000
256671919047,0.0000
256671920034,0.0000
256671922657,0.0000
256671925714,0.0000
256671926586,0.0000
256671930379,0.0000
256671931207,0.0000
256671933130,0.0000
256671935181,0.0000
256671937653,0.0000
256672014329,0.0000
256672015362,0.0000
256672016233,0.0000
256672018091,0.0000
256672019235,0.0000
256672020000,0.0000
256672023922,0.0000
256672025793,0.0000
256672029057,0.0000
256672030863,0.0000
256672032066,0.0000
256672034365,0.0000
256672035362,0.0000
256672036936,0.0000
256672039116,0.0000
256672041011,0.0000
256672042120,0.0000
256672043513,0.0000
256672045879,0.0000
256672198149,0.0000
256672200697,0.0000
256672203593,0.0000
256672206270,0.0000
256672207061,0.0000
256672209443,0.0000
256672210294,0.0000
256672211331,0.0000
256672212667,0.0000
256672213458,0.0000
256672215689,0.0000
256672217863,0.0000
256672256426,0.0000
256672257404,0.0000
256672258192,0.0000
256672258985,0.0000
256672260282,0.0000
256672265484,0.0000
256672266512,0.0000
256672268904,0.0000
256672270861,0.0000
256672271774,0.0000
256672273543,0.0000
256672274412,0.0000
256672277991,0.0000
256672279368,0.0000
256672281948,0.0000
256672284225,0.0000
256672286075,0.0000
256672287568,0.0000
256672290257,0.0000
256672293080,0.0000
256672297057,0.0000
256672300015,0.0000
256672301342,0.0000
256672302892,0.0000
256672305387,0.0000
256672308264,0.0000
256672310669,0.0000
256672312632,0.0000
256672315350,0.0000
256672317513,0.0000
256672318376,0.0000
256672320972,0.0000
256672321680,0.0000
256672322229,0.0000
256672323315,0.0000
256672325572,0.0000
256672330086,0.0000
256672331241,0.0000
256672332014,0.0000
256672335618,0.0000
256672337207,0.0000
256672338431,0.0000
256672341650,0.0000
256672343055,0.0000
256672344082,0.0000
256672346027,0.0000
256672348757,0.0000
256672350103,0.0000
256672350909,0.0000
256672355657,0.0000
256672358850,0.0000
256672359956,0.0000
256672362501,0.0000
256672366221,0.0000
256672373533,0.0000
256672385294,0.0000
256671480024,0.0000
256671485800,0.0000
256671489538,0.0000
256671493306,0.0000
256671496382,0.0000
256671503543,0.0000
256671512460,0.0000
256671516030,0.0000
256671527466,0.0000
256671535556,0.0000
256671537787,0.0000
256671540758,0.0000
256671549200,0.0000
256671550840,0.0000
256671553264,0.0000
256671560862,0.0000
256671566891,0.0000
256671568933,0.0000
256671579058,0.0000
256671586621,0.0000
256671590502,0.0000
256671594810,0.0000
256671597474,0.0000
256671603558,0.0000
256671657075,0.0000
256671659891,0.0000
256671662060,0.0000
256671663134,0.0000
256671664025,0.0000
256671667834,0.0000
256671670777,0.0000
256671671906,0.0000
256671673777,0.0000
256671676890,0.0000
256671680441,0.0000
256671681825,0.0000
256671687473,0.0000
256671692771,0.0000
256671695733,0.0000
256671698909,0.0000
256671704166,0.0000
256672374997,0.0000
256672378755,0.0000
256672382517,0.0000
256672383714,0.0000
256672219843,0.0000
256672223579,0.0000
256672225485,0.0000
256672226846,0.0000
256672229303,0.0000
256672231398,0.0000
256672233697,0.0000
256672234725,0.0000
256672238259,0.0000
256672239514,0.0000
256672240146,0.0000
256672244212,0.0000
256672247974,0.0000
256672252166,0.0000
256672254621,0.0000
256672255249,0.0000
256676462567,0.0000
256676468602,0.0000
256676480330,0.0000
256676488151,0.0000
256676490771,0.0000
256676493953,0.0000
256676503047,0.0000
256676506707,0.0000
256676512040,0.0000
256676513968,0.0000
256676522141,0.0000
256676529385,0.0000
256676542512,0.0000
256676550750,0.0000
256676560798,0.0000
256676570379,0.0000
256676715098,0.0000
256676726360,0.0000
256676734818,0.0000
256676742577,0.0000
256676751651,0.0000
256676766515,0.0000
256676780455,0.0000
256676782040,0.0000
256676789621,0.0000
256676796932,0.0000
256676821280,0.0000
256676824873,0.0000
256676827417,0.0000
256676835914,0.0000
256676837136,0.0000
256676839578,0.0000
256676841559,0.0000
256677142288,0.0000
256677262907,0.0000
256677286601,0.0000
256677297479,0.0000
256677307680,0.0000
256677315341,0.0000
256676842616,0.0000
256676848165,0.0000
256676849707,0.0000
256676855073,0.0000
256676857870,0.0000
256676866423,0.0000
256676874776,0.0000
256676893086,0.0000
256676902029,0.0000
256676913005,0.0000
256676918687,0.0000
256676929128,0.0000
256676945214,0.0000
256676951546,0.0000
256676955162,0.0000
256676962781,0.0000
256676972126,0.0000
256676999114,0.0000
256677009135,0.0000
256677013316,0.0000
256677020201,0.0000
